,820,821,822,823
SIE-Scwrlmut,0.1706420062606447,0.19906482307673157,0.048011063493947105,0.24383467637718842
SIE-Rosmut,0.04927015474528745,0.07113426477490863,0.05174006312225739,0.06758202928275167
SIE-Rosiface-sc,0.019152954972938285,0.058461324732488745,0.05969002321985728,0.02912970995965302
SIE-RosCDR-loop,0.025647807551916754,0.03885504319030196,0.057673179926309215,0.057551980512565715
Rosmut,0.2390981868623795,0.11242328219918055,0.17888382878446238,0.13451037399903656
Rosiface-sc,0.0849780763927605,0.07753224050946278,0.048753812220956774,0.05051055374761459
RosCDR-loop,0.02878531415488033,0.038793900729428524,0.05031221870455164,0.023215515413435386
FoldXB,0.038784202233144306,0.07234482701563201,0.04675890959032094,0.0751865012140945
FoldXS,0.02933743474674774,0.0339333405870554,0.07553088092392797,0.03157161391935754
DS_BIND,0.11069369112403067,0.12446834118979475,0.18875796111707133,0.09055570452182442
DS_STABLE,0.04188389629641473,0.05245508128173263,0.046433690388439135,0.07087055918618047
mCSM,0.1617262746588549,0.12053353071328242,0.14745436850789886,0.12548078186629763
