,410,411,412,413
SIE-Scwrlmut,0.09733935075397328,0.19687499165472294,0.2069091765338668,0.10647479506250027
SIE-Rosmut,0.042652187954334266,0.04185931098651612,0.03792237504079282,0.14891809488905153
SIE-Rosiface-sc,0.02659229474622897,0.019825086496357638,0.029086340713836922,0.033242443688086765
SIE-RosCDR-loop,0.03343100151733385,0.030641225044883865,0.05712721970897711,0.10069905577937807
Rosmut,0.20236313598724645,0.2218161384587995,0.1279488584894218,0.12267213545877381
Rosiface-sc,0.05388293325193212,0.06189622840120855,0.061430597001880284,0.05433351365986548
RosCDR-loop,0.04404702559311201,0.03501878641448438,0.03142765325988139,0.03828008556343112
FoldXS,0.05497083750968968,0.06669983631748673,0.04693363570769902,0.041886415948092004
FoldXB,0.07345492465538718,0.03750712337011999,0.035276073295346516,0.04553671919315277
DS-B,0.0658822015223343,0.1208074007317822,0.255378737518853,0.08256796993335559
DS-S,0.053050967780914934,0.042878571418568635,0.047872464649076664,0.058245172606258944
mCSM-AB,0.25233313872751295,0.12417530070506945,0.06268686808036766,0.16714359821805375
