,50,51,52,53
SIE-Scwrlmut,0.12262248385869647,0.08322252421105986,0.19886220723974746,0.2059913170236138
SIE-Rosmut,0.037123526408351,0.19380892821627563,0.05647148002153253,0.06980822769725357
SIE-Rosiface-sc,0.02064120237425634,0.026703829874909633,0.03787483994470514,0.040781342358292436
SIE-RosCDR-loop,0.03151363640532352,0.03361966447445308,0.06796894612065137,0.04856811788087078
Rosmut,0.28281898445761705,0.1704224014019115,0.12954956441561147,0.12788684625573193
Rosiface-sc,0.03516990425062994,0.07238440651366518,0.0478891029539935,0.09247121058822945
RosCDR-loop,0.0518432500638403,0.05780566375370315,0.02312021573062325,0.028491940219732635
FoldXS,0.048688006459728254,0.06285506716358571,0.043914897762222745,0.0661637448973113
FoldXB,0.036586254031487894,0.038624986091007646,0.05404189379474694,0.03369954718510453
DS-B,0.07950840792791701,0.13085863613939486,0.1731283734221573,0.0968230918111391
DS-S,0.08086909235227326,0.04440538716169683,0.045635134726591656,0.04562650544388765
mCSM-AB,0.172615251409879,0.08528850499833704,0.12154334386741655,0.14368810863883294
