,970,971,972,973
SIE-Scwrlmut,0.18443265104785692,0.21832822396178367,0.18649603735943393,0.05447824998395592
SIE-Rosmut,0.008416047867935261,0.037022494142220634,0.09636679987811815,0.07480197952386282
SIE-Rosiface-sc,0.01191502344735294,0.031897944156517796,0.04045665108248659,0.025150320549973508
SIE-RosCDR-loop,0.06939942814581782,0.02922366477857497,0.04179930555601049,0.048634594653100036
Rosmut,0.12010327812716122,0.21954666433876732,0.10522592036047373,0.3199815169347345
Rosiface-sc,0.06282174867617663,0.034142342551848386,0.09649600378894158,0.06561140767826992
RosCDR-loop,0.008570814045253712,0.043464144677362544,0.03435449837871458,0.04071299989561572
FoldXB,0.07581746946283038,0.10049680996796034,0.06122514546626703,0.04707456753312657
FoldXS,0.03692936723589789,0.03675341631878231,0.060200160543465636,0.02676074256925638
DS_BIND,0.22650761046236845,0.0857352067983193,0.09429851407634579,0.1563045554454946
DS_STABLE,0.052654559655363156,0.06094268121321459,0.11240114499076834,0.025283841875031455
mCSM,0.14243200182598573,0.10244640709464828,0.07067981851897429,0.11520522335757855
