,850,851,852,853
SIE-Scwrlmut,0.18583634911293126,0.19484049219063662,0.1583129281651158,0.07473297241460539
SIE-Rosmut,0.05794925561680927,0.0458492202769972,0.11171346665259782,0.03592672445568969
SIE-Rosiface-sc,0.02280607255127415,0.022102232719026473,0.05752365533774855,0.0313894939566041
SIE-RosCDR-loop,0.03754631482690922,0.04207467151115704,0.058019943863399884,0.04562147781498534
Rosmut,0.11998006761402039,0.16598434984160712,0.11545626445599406,0.35286044746273615
Rosiface-sc,0.05673708117139104,0.07691992493355983,0.055118171048444194,0.053873003644552275
RosCDR-loop,0.032345909636465955,0.04395014530307677,0.040475715175528205,0.02431869568091776
FoldXB,0.0980526468238591,0.033343218860349126,0.04605805321761893,0.050285544927680975
FoldXS,0.058889698538074804,0.03667126960093721,0.042619997870454146,0.029106150232893355
DS_BIND,0.1812962063927895,0.18163586596660639,0.08559656011368004,0.07075486413378157
DS_STABLE,0.056297001859076407,0.03454662091692748,0.057921775472396346,0.09480990106983174
mCSM,0.09226339585639913,0.12208198787911859,0.17118346862702216,0.13632072420572175
