,290,291,292,293
SIE-Scwrlmut,0.21545982361472182,0.04188906613661599,0.19270295254135264,0.20212918462252025
SIE-Rosmut,0.030421184251011063,0.05954107465284635,0.09217360385854063,0.10638213802575619
SIE-Rosiface-sc,0.03377577930248251,0.025652429732391038,0.029048551167854365,0.0419274266202499
SIE-RosCDR-loop,0.0311527373005867,0.04417663300490491,0.055624217590155386,0.05061790095387812
Rosmut,0.1838409817514208,0.2626818315199849,0.11177450662263849,0.1509976142742149
Rosiface-sc,0.08306275576641077,0.04402409644102648,0.07209977696550854,0.05574266666232497
RosCDR-loop,0.04102400124227988,0.03854987762915265,0.03824117280896124,0.018301552027126695
FoldXS,0.064093725119392,0.0643272994654328,0.059942938257828496,0.030537514038436565
FoldXB,0.03625980347797566,0.0415090467900456,0.04297480090373711,0.037014927086834126
DS-B,0.08386557314301066,0.12729827497139568,0.12958099870026366,0.14227489860999157
DS-S,0.06111379261526031,0.05537181139575536,0.049655409048432284,0.03568067041370704
mCSM-AB,0.13592984241544773,0.19497855826044833,0.12618107153472724,0.12839350666495966
