,100,101,102,103
SIE-Scwrlmut,0.17038472636439753,0.15306219242746172,0.20102327607130185,0.10033371036915603
SIE-Rosmut,0.07021024964083092,0.022523043863444368,0.062112826091823864,0.05538703645579933
SIE-Rosiface-sc,0.0465554950807423,0.022497285885251975,0.027568736058224064,0.024593859731618473
SIE-RosCDR-loop,0.06112721527482162,0.030024115216032852,0.03532808257252879,0.05243273244412666
Rosmut,0.08928409541360312,0.2408318059042665,0.22533904342503783,0.1614719141108139
Rosiface-sc,0.05920348665736458,0.05470615110728883,0.054053918822373634,0.06135074982408418
RosCDR-loop,0.053688221925225425,0.024512252503435476,0.03324295156751597,0.052920197505711544
FoldXB,0.053974980635057214,0.04307676973161791,0.07757918325414473,0.06705882389926289
FoldXS,0.07098571835304245,0.034745645556707394,0.0359457195767008,0.04779540187209741
DS_BIND,0.15018759049971514,0.1435659923970848,0.08719723934386243,0.19108044318506606
DS_STABLE,0.05331247048348911,0.04935463207641328,0.0599535622591127,0.043211759355977236
mCSM,0.12108574967171062,0.181100113330995,0.10065546095737331,0.14236337124628642
