,440,441,442,443
SIE-Scwrlmut,0.35229872863437695,0.02580944404447927,0.21754489763789228,0.17457014264134194
SIE-Rosmut,0.021206039295881565,0.04912768976717193,0.041296531473944575,0.12896029593156796
SIE-Rosiface-sc,0.04703539976776812,0.02811135628834709,0.030244191172633786,0.02507714684309338
SIE-RosCDR-loop,0.057565436639042546,0.05010781428039872,0.021778662323946048,0.03927544491181705
Rosmut,0.11913759031739564,0.40428535563682383,0.14410490725209088,0.09216825100505623
Rosiface-sc,0.06235217263229802,0.0523156427095185,0.038942355643512824,0.07971854172459625
RosCDR-loop,0.037600730917580524,0.033769581919627825,0.0340633321266497,0.03398566037739527
FoldXB,0.052326207185472075,0.07805819971644586,0.03342990684940172,0.055194875512123986
FoldXS,0.028708484592168137,0.03530657545428667,0.038452330302267794,0.035664981762546635
DS_BIND,0.08904026220945543,0.10345009667723178,0.13280717957408647,0.11118884152594002
DS_STABLE,0.04674293657770205,0.09026358185545794,0.03256085035856679,0.06559243779737643
mCSM,0.08598601123085896,0.04939466165021049,0.23477485528500716,0.15860337996714485
