,20,21,22,23
SIE-Scwrlmut,0.0737431073836645,0.2235811687761821,0.14006561739551532,0.15410589396120328
SIE-Rosmut,0.1358645775792799,0.027250090064467523,0.061158099567136776,0.0647746051757029
SIE-Rosiface-sc,0.034405385439678124,0.02170626554121309,0.022833341880261947,0.030673399685058177
SIE-RosCDR-loop,0.07372710258587599,0.023319174725774074,0.03209260064253407,0.03766339192116006
Rosmut,0.14860514496941624,0.19527616379255902,0.11165327165291584,0.24225830720392516
Rosiface-sc,0.0474994548204321,0.059377057685686185,0.056950483483080475,0.06564642154160094
RosCDR-loop,0.04850994953714877,0.03886646104712699,0.029984907896791153,0.033760691339998934
FoldXB,0.06367345496917291,0.057347275070732055,0.05175388050446452,0.05373738536078428
FoldXS,0.04664445068115364,0.048958703461665525,0.047960811387484495,0.030128194857345574
DS_BIND,0.08392382363737326,0.10778334994009243,0.29556189288855605,0.08096077146529086
DS_STABLE,0.07031632894313733,0.0924264511708516,0.04712263964583521,0.045095485282944825
mCSM,0.17308721945366723,0.10410783872364941,0.1028624530554241,0.16119545220498516
