,340,341,342,343
SIE-Scwrlmut,0.21873531369948945,0.13697906157508716,0.17318895316149222,0.07157308937849394
SIE-Rosmut,0.03454734509896441,0.06617537364674235,0.08902880299359217,0.06802855385848726
SIE-Rosiface-sc,0.025898916234394415,0.018179803767428445,0.01994938989115978,0.07170983156172592
SIE-RosCDR-loop,0.0428196925258252,0.021411515717436193,0.05087513474148636,0.03307596655643677
Rosmut,0.20483752846213396,0.23293615354155756,0.10021547360927563,0.2723958427731769
Rosiface-sc,0.04683675202138716,0.07972826345524846,0.0898365433244169,0.04743862334311593
RosCDR-loop,0.05118488628073503,0.021766272010980674,0.03094923155967672,0.033732292508533074
FoldXS,0.05386415744163827,0.03527391573430059,0.05909761986928165,0.05869380775990984
FoldXB,0.043736331888871445,0.016810232488502434,0.050164770089582006,0.03576666175355716
DS-B,0.07278159617758442,0.13200434293484997,0.08664681352010423,0.1445722630167495
DS-S,0.0840094037394959,0.05138646815091883,0.046204458778971204,0.06219335075685845
mCSM-AB,0.12074807642948021,0.1873485969769474,0.20384280846096092,0.10081971673295521
