,890,891,892,893
SIE-Scwrlmut,0.11211455760808087,0.1428029962721092,0.24585451979258785,0.17407376035596606
SIE-Rosmut,0.1291080240911803,0.06954187451979123,0.032869213129845816,0.06983916485416244
SIE-Rosiface-sc,0.03217959739123402,0.09671927513025236,0.018681077959469095,0.043162713727116636
SIE-RosCDR-loop,0.06430826634013681,0.026370864250292787,0.0278667099030132,0.052039319433304296
Rosmut,0.227225727298223,0.1492013731838608,0.1404064266754841,0.13395321652841166
Rosiface-sc,0.0387396358006585,0.06866750403020248,0.056180125809607004,0.08787134925734054
RosCDR-loop,0.052913686819155224,0.043676083726221164,0.03060026406854331,0.034630363289331896
FoldXB,0.04049237961785195,0.07357424036616382,0.07707580119102637,0.050427170601122756
FoldXS,0.042750230192333045,0.055850679541816245,0.03253268886470451,0.02536720849195839
DS_BIND,0.11373362901602792,0.07719752351248334,0.18083666491144532,0.1042754164318707
DS_STABLE,0.05398410755232047,0.060509268945573666,0.04826108382621456,0.0728292855836287
mCSM,0.09245015827279797,0.13588831652123293,0.10883542386805906,0.1515310314457858
