,880,881,882,883
SIE-Scwrlmut,0.20952154442968748,0.11732522584775301,0.13056936662120452,0.11634370294425384
SIE-Rosmut,0.06466220258578954,0.03277729447236208,0.06261889693210693,0.07325416928593222
SIE-Rosiface-sc,0.04340663805218595,0.021280454263600992,0.03455855942861419,0.0328548105332863
SIE-RosCDR-loop,0.035574318290393245,0.1049451322020755,0.03360759815097893,0.03606286636323217
Rosmut,0.16876482667221895,0.15142977288564016,0.2461915410830872,0.21485948233146968
Rosiface-sc,0.03953114966615642,0.07286463492004232,0.06173022293743756,0.05190923982010985
RosCDR-loop,0.0559597749735158,0.033927134858880686,0.0322186993321535,0.035658290134154
FoldXS,0.045769668751023486,0.05499128504072352,0.0645721040161769,0.05889755740407373
FoldXB,0.04756114271741677,0.04526095380732732,0.03894404800443458,0.046739077543115105
DS-B,0.11133108488471075,0.12024055272960785,0.12205359882936268,0.1664379154209931
DS-S,0.05092151617994532,0.057686502223196635,0.03372190729871837,0.07668386378484024
mCSM-AB,0.12699613279695632,0.18727105674878988,0.13921345736572455,0.0902990244345399
