,660,661,662,663
SIE-Scwrlmut,0.09000212045771172,0.13081804896373986,0.2015356157471287,0.15444363729856375
SIE-Rosmut,0.14259433100853877,0.03126993434631446,0.04206470756921487,0.03917782633825138
SIE-Rosiface-sc,0.02751585150347238,0.02136444701503396,0.03193170528365676,0.06051387551200773
SIE-RosCDR-loop,0.09257894819997774,0.030777744649580698,0.031398719439079056,0.0580594674308319
Rosmut,0.1603852121916248,0.1654743577646948,0.16745264294436973,0.13229086198327777
Rosiface-sc,0.046841963459754984,0.06320201789817373,0.05390781533497429,0.06612869718593353
RosCDR-loop,0.024558824947910042,0.052221129098180157,0.04205053074527359,0.03389914482920903
FoldXB,0.06372579377315518,0.055881013502348864,0.058634199294489826,0.05782138324038355
FoldXS,0.03184624685144326,0.05287281783497931,0.028388707226444838,0.06254811455780296
DS_BIND,0.1654937200667135,0.07850089463597466,0.20694304981964987,0.115942123600713
DS_STABLE,0.03887964564127964,0.04448225550700309,0.06315842689757001,0.06377241266073114
mCSM,0.11557734189841802,0.2731353387839764,0.07253387969814841,0.15540245536229425
