,180,181,182,183
SIE-Scwrlmut,0.14336028584579108,0.15866449303105692,0.19017498010658304,0.1733183575759341
SIE-Rosmut,0.03877382960793506,0.05423574853555681,0.09558640704376196,0.05578195877214063
SIE-Rosiface-sc,0.02578166836744337,0.03834751228582853,0.02929010137925482,0.026962394902566588
SIE-RosCDR-loop,0.030653049162789672,0.03604493960881419,0.03392156162813717,0.05388252991268583
Rosmut,0.17576874147074842,0.23084698803563766,0.16959666762693565,0.30001185393382657
Rosiface-sc,0.0506496465849472,0.06642385182776084,0.06335386466783108,0.05417235754105594
RosCDR-loop,0.034535881368143166,0.03705805918128698,0.02910331681201963,0.024453148222684757
FoldXB,0.046546455571301035,0.049461388460362084,0.06302653706184803,0.07792559784724892
FoldXS,0.035386591129491184,0.05049121740975634,0.041522412392639756,0.02466781343793215
DS_BIND,0.14553602193448242,0.1006644816936947,0.1275287855682528,0.05510773379646418
DS_STABLE,0.05187944964253947,0.0576680767617467,0.044759728258819846,0.08515651631521226
mCSM,0.2211283793143878,0.12009324316849809,0.1121356374539163,0.0685597377422481
