,610,611,612,613
SIE-Scwrlmut,0.1860076299354685,0.09022967543460583,0.11361936410006533,0.23784806828409968
SIE-Rosmut,0.1028906770802633,0.052958198137986086,0.07003525287643925,0.03829507640526733
SIE-Rosiface-sc,0.03287272481411639,0.020804301976759438,0.051322310770369056,0.023477433698717465
SIE-RosCDR-loop,0.032396859483810485,0.04048338442588532,0.07293717649995975,0.040547755087348036
Rosmut,0.09768090756757589,0.28267146147070893,0.11899927228073853,0.22119363101224152
Rosiface-sc,0.09434869776622003,0.04437994540204229,0.06440900530254016,0.037979938118647916
RosCDR-loop,0.02766445370181769,0.04129200988618837,0.03101869826872326,0.04868251278469304
FoldXS,0.08426851375262118,0.04632014950414455,0.043613545948102975,0.038196132189009246
FoldXB,0.03223297294262247,0.04827675517737995,0.03440158603913646,0.0418159983645667
DS-B,0.09863412621639525,0.15356532964189018,0.24043716091687228,0.07390671541337673
DS-S,0.053790131906266005,0.04301652089555265,0.06536092613969087,0.05017398371798856
mCSM-AB,0.15721230483282275,0.13600226804685642,0.09384570085736191,0.14788275492404374
