,130,131,132,133
SIE-Scwrlmut,0.16830766467478392,0.05030510176890037,0.29350977718162613,0.1370851820685574
SIE-Rosmut,0.054311285914577755,0.03910972120741593,0.0663965437429057,0.04564791376842567
SIE-Rosiface-sc,0.04126626131397899,0.0846271666549341,0.02686625193488927,0.023120408344578576
SIE-RosCDR-loop,0.047507174681122706,0.0286881747579786,0.06828898869267971,0.040200675323434035
Rosmut,0.10261084602906566,0.19338358255116414,0.11763288467141,0.23112982799025938
Rosiface-sc,0.08812896994893392,0.03621158387337324,0.05428088116896526,0.06082902167530953
RosCDR-loop,0.03246588632515976,0.02280061746730365,0.03489693605062532,0.053391564419948044
FoldXB,0.04288004219583281,0.05917892434149838,0.04247719183574244,0.08728065014692477
FoldXS,0.026790252354744103,0.05985731438364437,0.045995647071419336,0.03670232269840634
DS_BIND,0.12823786900108664,0.24199606703900986,0.0608046204236323,0.10207418900053494
DS_STABLE,0.1429345535004322,0.04008422702279198,0.03226907889156825,0.06197435997557651
mCSM,0.12455919406028162,0.14375751893198527,0.15658119833453626,0.12056388458804468
