,210,211,212,213
SIE-Scwrlmut,0.1386148628858687,0.32509792714329,0.08412661277111617,0.17354209815948166
SIE-Rosmut,0.03213290668927287,0.05015444969070833,0.04895684118873362,0.08314488625637095
SIE-Rosiface-sc,0.030066885690483883,0.02862050484336535,0.038362265360631434,0.03138329628627629
SIE-RosCDR-loop,0.04266954295671075,0.02618508490968302,0.05629290203927239,0.033409711946283234
Rosmut,0.18277781948829294,0.060848888682301885,0.32360438308355477,0.1448388718361293
Rosiface-sc,0.048096050623677285,0.05721456457298054,0.06917390127716834,0.058603527039551316
RosCDR-loop,0.040688205188821054,0.037574997295147065,0.04637052748642834,0.03176316493819957
FoldXB,0.048201287587331096,0.0620935416387503,0.05465377929402991,0.07406749462466003
FoldXS,0.04278459966897973,0.037163351718987214,0.041212400217602474,0.031786383494266914
DS_BIND,0.1885016826608364,0.1211101298026949,0.1033258046717478,0.1387681482286072
DS_STABLE,0.07437418916361094,0.03206656544875434,0.04897926352922375,0.051769660923206506
mCSM,0.13109196739611434,0.16186999425333717,0.08494131908049107,0.14692275626696696
