,120,121,122,123
SIE-Scwrlmut,0.1272525524528716,0.13124265445324906,0.21819637033698897,0.027805700724326903
SIE-Rosmut,0.044531090235383694,0.05363010247310559,0.04615557127574975,0.1165215928153288
SIE-Rosiface-sc,0.05095834689689119,0.029167838330387955,0.015558567681296237,0.07881208457711592
SIE-RosCDR-loop,0.047974065495719614,0.05455629970223531,0.04262619649223423,0.03133281886198332
Rosmut,0.268954263691048,0.1783764680181419,0.03744509699767631,0.3499886929541217
Rosiface-sc,0.04639710777057938,0.05064199744498872,0.08615082494462072,0.04471442284428803
RosCDR-loop,0.03501038454493301,0.0433341486995335,0.02453960057181569,0.040285119463684536
FoldXB,0.05997589706845907,0.06815003576530754,0.04772351734372325,0.05944887068387388
FoldXS,0.04788014255472542,0.03184388612147439,0.027093874430413476,0.05925708511186805
DS_BIND,0.121920106358737,0.2042354676730332,0.0917796469921583,0.035094807276766636
DS_STABLE,0.058428262193861526,0.0449727515372891,0.2208862975782878,0.011985185074532344
mCSM,0.09071778073679046,0.10984834978125373,0.14184443535503535,0.14475361961211
