,630,631,632,633
SIE-Scwrlmut,0.06721648449403952,0.3289046256168863,0.10281277104277896,0.17386630276903253
SIE-Rosmut,0.13734928408676558,0.04561783681135952,0.0403185539691062,0.03409233465117937
SIE-Rosiface-sc,0.07586574618487572,0.031101423696988133,0.03433100383007772,0.01688761212179506
SIE-RosCDR-loop,0.03828663100119207,0.033517996614320165,0.031600943837109575,0.03762910509190437
Rosmut,0.2550333275515232,0.08909829777573217,0.19859195805203392,0.0889556645453081
Rosiface-sc,0.046329607348852254,0.06395914100660026,0.05897772021296916,0.0683279876998405
RosCDR-loop,0.03692066237812095,0.03332575102472746,0.04691376538332166,0.02161389235366801
FoldXB,0.06758538593834622,0.08948322254813894,0.05998898743215404,0.03064187876247249
FoldXS,0.04028236034513292,0.04154931578916006,0.04405421419232183,0.034638150322456866
DS_BIND,0.12413373058796814,0.0905361997287653,0.08340638145571257,0.23309469181583922
DS_STABLE,0.05737455693820073,0.05905508772526303,0.07009923441078587,0.03575164003612654
mCSM,0.05362222314498284,0.0938511016620585,0.22890446618162844,0.22450073983037697
