,370,371,372,373
SIE-Scwrlmut,0.28412401340961774,0.18363572287256144,0.1663997551809927,0.038964741566429796
SIE-Rosmut,0.03480444301471689,0.05914318927271442,0.054493927624833245,0.012329886613758166
SIE-Rosiface-sc,0.020082669815762233,0.024994691628216003,0.03737037713501582,0.01765655831764353
SIE-RosCDR-loop,0.02496253742647345,0.0435103067113232,0.06894615206363794,0.0268676666794469
Rosmut,0.16597165771261846,0.1617111721242663,0.1554292769774187,0.363527171223073
Rosiface-sc,0.115946662817971,0.04815148148497781,0.0489985406797992,0.058059115232305704
RosCDR-loop,0.03312899723104409,0.027464961852170035,0.0326958744986867,0.04600039711329556
FoldXS,0.031036771709207853,0.052331301510395126,0.05614430227652236,0.06715157526521189
FoldXB,0.021511090356572667,0.05683948191591768,0.042149828883604544,0.04488687616737386
DS-B,0.11512148165145106,0.10532210090514664,0.2108353059380223,0.08475521095645838
DS-S,0.029291652718945415,0.10219622660175347,0.04575949020550475,0.08438391929234904
mCSM-AB,0.12401802213561923,0.13469936312055783,0.08077716853596154,0.15541688157265415
