,900,901,902,903
SIE-Scwrlmut,0.08788066992095808,0.11599583240105547,0.2569820221413995,0.17077537317983799
SIE-Rosmut,0.09202553204334643,0.024005414841491712,0.05612272653316206,0.04666336779534765
SIE-Rosiface-sc,0.027478418364732155,0.028481064768063474,0.04421514802108907,0.020368622534303077
SIE-RosCDR-loop,0.02474147677327517,0.016398032546903103,0.05518650180756781,0.03135209816785993
Rosmut,0.34041266535492004,0.23102146699328763,0.13529812166323052,0.1263613980942843
Rosiface-sc,0.05688212427421587,0.07088748888895954,0.08794852654830042,0.07297011766904163
RosCDR-loop,0.029021332317246067,0.05158788137910014,0.04078563262428763,0.031296877559609554
FoldXB,0.04786946581043734,0.032040414838467764,0.08568945244113213,0.046327646960621686
FoldXS,0.04551481913411499,0.030305721645582148,0.033789013840846045,0.03921873486347713
DS_BIND,0.0822053652968541,0.15786586979629744,0.06544008628299554,0.18122013879160118
DS_STABLE,0.09180507751136027,0.07474506309746139,0.04651851620608296,0.03093794736402626
mCSM,0.07416305319853948,0.16666574880333032,0.09202425188990633,0.20250767701998962
