,210,211,212,213
SIE-Scwrlmut,0.1305651407965537,0.28836100597971576,0.09631864221532631,0.16747119594743692
SIE-Rosmut,0.03290213579428277,0.06799846463982753,0.05501506472801854,0.10470935876744604
SIE-Rosiface-sc,0.027335021970440323,0.024103657791394822,0.03256607794039161,0.02539222076059439
SIE-RosCDR-loop,0.04794401078450214,0.04533272396237037,0.056189772474067354,0.032999253566912766
Rosmut,0.17758757001424605,0.0785752346406265,0.3168366427934432,0.1201207144298158
Rosiface-sc,0.04676086318206218,0.05174328287977186,0.06898830854793273,0.06360539355665201
RosCDR-loop,0.04459176929201609,0.033192947207712827,0.04528967150353362,0.0304880940875796
FoldXS,0.04451367706429054,0.05937998895153302,0.046675072700417625,0.08541407480035391
FoldXB,0.04635342391750449,0.03785373233488625,0.04255183148175993,0.03346896639984366
DS-B,0.195192871609909,0.11384566113180981,0.09937360496298496,0.14544672067197165
DS-S,0.0693341438376578,0.03747510288894154,0.04972798793018675,0.04955061950863613
mCSM-AB,0.13691937173653482,0.16213819759140966,0.09046732272193725,0.14133338750275712
