,60,61,62,63
SIE-Scwrlmut,0.04156263980820087,0.20396966001805297,0.2255103655279721,0.17140697485761225
SIE-Rosmut,0.12213648466787133,0.04341698510635395,0.077115107065565,0.03976236251397683
SIE-Rosiface-sc,0.02413406365069212,0.050470305118788084,0.024779579678322946,0.02501935842149254
SIE-RosCDR-loop,0.028805306324375647,0.050584079613964265,0.10349583213961616,0.044244724988401
Rosmut,0.305691585799042,0.12675562070678978,0.05499090610587148,0.2188392190796235
Rosiface-sc,0.05900913327493436,0.08277462155960537,0.06460517102197966,0.06212641601878481
RosCDR-loop,0.030860746578837875,0.03290027445018436,0.03174238423117758,0.03885771863601997
FoldXS,0.05273232367793383,0.0717002661392601,0.0520213227072191,0.04632459288518178
FoldXB,0.060644849950285684,0.03218899437770872,0.03819305706172136,0.03360065637901167
DS-B,0.07755952195073905,0.12868034764621764,0.15014892235912394,0.11843176221039114
DS-S,0.03982903148552031,0.06200412503704955,0.05683355547945802,0.04970505950655775
mCSM-AB,0.1570343128315671,0.11455472022602516,0.12056379662197265,0.1516811545029466
